,A,B
494,서초삼성래미안 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초삼성래미안'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
495,반포푸르지오 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’반포푸르지오'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
496,서초트라팰리스 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초트라팰리스'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
497,방배아크로타워 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배아크로타워'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
498,잠원중앙하이츠(B동) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’잠원중앙하이츠(B동)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
499,방배아크로리버 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배아크로리버'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
500,방배e-편한세상3차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배e-편한세상3차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
501,신동아2차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신동아2차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
502,서초자이 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초자이'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
503,강남역푸르지오시티(도시형) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’강남역푸르지오시티(도시형)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
504,현대동궁 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’현대동궁'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
505,삼호한숲 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’삼호한숲'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
506,동원베네스트 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’동원베네스트'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
507,신반포궁전 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포궁전'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
508,신반포25차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포25차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
509,풍림아이원플러스 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’풍림아이원플러스'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
510,서초네이처힐1단지 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초네이처힐1단지'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
511,양재우성KBS(113동) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’양재우성KBS(113동)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
512,잠원한신그린 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’잠원한신그린'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
513,삼호2차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’삼호2차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
514,서초한빛삼성 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초한빛삼성'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
515,밀라텔쉐르빌(엠쉐르빌) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’밀라텔쉐르빌(엠쉐르빌)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
516,서초아트자이 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초아트자이'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
517,엠브이 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’엠브이'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
518,잠원훼미리 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’잠원훼미리'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
519,방배브라운스톤 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배브라운스톤'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
520,한라비발디스튜디오193(도시형) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’한라비발디스튜디오193(도시형)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
521,방배마에스트로 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배마에스트로'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
522,롯데캐슬주피터 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’롯데캐슬주피터'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
523,잠원현대 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’잠원현대'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
524,방배e-편한세상1차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배e-편한세상1차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
525,방배롯데캐슬로제 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배롯데캐슬로제'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
526,쌍용예가클래식 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’쌍용예가클래식'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
527,삼호가든맨션5차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’삼호가든맨션5차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
528,신반포18차(337동) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포18차(337동)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
529,잠원대우아이빌 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’잠원대우아이빌'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
530,서초한신리빙타워 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초한신리빙타워'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
531,삼환나띠르빌 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’삼환나띠르빌'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
532,서초e-편한세상2차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초e-편한세상2차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
533,서초쌍용플래티넘 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초쌍용플래티넘'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
534,현대ESA2 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’현대ESA2'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
535,서초네이처힐2단지 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초네이처힐2단지'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
536,신반포22차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포22차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
537,신반포9차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포9차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
538,신영체르니 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신영체르니'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
539,방배현대홈타운3차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배현대홈타운3차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
540,신반포17차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포17차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
541,현대멤피스 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’현대멤피스'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
542,서초대우아이빌 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초대우아이빌'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
543,삼호3차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’삼호3차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
544,잠원월드메르디앙 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’잠원월드메르디앙'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
545,신반포20차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포20차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
546,서초아이파크 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초아이파크'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
547,방배자이 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배자이'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
548,강남원효성 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’강남원효성'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
549,방배브라운가 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배브라운가'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
550,방배한신트리플 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배한신트리플'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
551,서초e-편한세상5차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’서초e-편한세상5차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
552,마제스타시티힐스테이트서리풀 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’마제스타시티힐스테이트서리풀'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
553,지웰홈스서초 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’지웰홈스서초'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
554,르엘신반포파크애비뉴 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’르엘신반포파크애비뉴'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
555,신반포15차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포15차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
556,녹원한신 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’녹원한신'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
557,신반포21차 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’신반포21차'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
558,방배동부센트레빌 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배동부센트레빌'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
559,방배아이파크 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’방배아이파크'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
560,헤센파크힐 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’헤센파크힐'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
561,르엘신반포 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’르엘신반포'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
562,DK밸리뷰서초(주) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’DK밸리뷰서초(주)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
563,더샵반포리버파크(도시형) 아파트 실거래가 추이 알려줘,"MATCH (n:Apartment {name:’더샵반포리버파크(도시형)'}) SET n:Baprt CALL apoc.math.regr(‘Baprt’, ‘n.marketPrice’, ’n.date’)"
564,반포자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포자이'}) RETURN ext.floorplanImage
565,아크로리버파크 아파트 평면도 보여줘,MATCH (n:Apartment {name:’아크로리버파크'}) RETURN ext.floorplanImage
566,래미안퍼스티지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안퍼스티지'}) RETURN ext.floorplanImage
567,신반포2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포2차'}) RETURN ext.floorplanImage
568,서초그랑자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초그랑자이'}) RETURN ext.floorplanImage
569,신반포4차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포4차'}) RETURN ext.floorplanImage
570,반포리체 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포리체'}) RETURN ext.floorplanImage
571,래미안리더스원 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안리더스원'}) RETURN ext.floorplanImage
572,삼풍 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼풍'}) RETURN ext.floorplanImage
573,반포주공1단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포주공1단지'}) RETURN ext.floorplanImage
574,반포미도1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포미도1차'}) RETURN ext.floorplanImage
575,서초힐스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초힐스'}) RETURN ext.floorplanImage
576,서초래미안 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초래미안'}) RETURN ext.floorplanImage
577,서초더샵포레 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초더샵포레'}) RETURN ext.floorplanImage
578,서초포레스타2단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초포레스타2단지'}) RETURN ext.floorplanImage
579,서초네이처힐3단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초네이처힐3단지'}) RETURN ext.floorplanImage
580,래미안원베일리 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안원베일리'}) RETURN ext.floorplanImage
581,반포래미안아이파크 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포래미안아이파크'}) RETURN ext.floorplanImage
582,반포센트럴자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포센트럴자이'}) RETURN ext.floorplanImage
583,동아 아파트 평면도 보여줘,MATCH (n:Apartment {name:’동아'}) RETURN ext.floorplanImage
584,서초푸르지오써밋 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초푸르지오써밋'}) RETURN ext.floorplanImage
585,방배그랑자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배그랑자이'}) RETURN ext.floorplanImage
586,반포써밋 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포써밋'}) RETURN ext.floorplanImage
587,아크로리버뷰신반포 아파트 평면도 보여줘,MATCH (n:Apartment {name:’아크로리버뷰신반포'}) RETURN ext.floorplanImage
588,롯데캐슬클래식 아파트 평면도 보여줘,MATCH (n:Apartment {name:’롯데캐슬클래식'}) RETURN ext.floorplanImage
589,아크로비스타 아파트 평면도 보여줘,MATCH (n:Apartment {name:’아크로비스타'}) RETURN ext.floorplanImage
590,신반포자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포자이'}) RETURN ext.floorplanImage
591,디에이치라클라스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’디에이치라클라스'}) RETURN ext.floorplanImage
592,유원서초 아파트 평면도 보여줘,MATCH (n:Apartment {name:’유원서초'}) RETURN ext.floorplanImage
593,래미안서초에스티지S 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안서초에스티지S'}) RETURN ext.floorplanImage
594,신동아1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신동아1차'}) RETURN ext.floorplanImage
595,양재우성 아파트 평면도 보여줘,MATCH (n:Apartment {name:’양재우성'}) RETURN ext.floorplanImage
596,잠원한신 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원한신'}) RETURN ext.floorplanImage
597,서초호반써밋 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초호반써밋'}) RETURN ext.floorplanImage
598,래미안신반포팰리스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안신반포팰리스'}) RETURN ext.floorplanImage
599,방배롯데캐슬아르떼 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배롯데캐슬아르떼'}) RETURN ext.floorplanImage
600,방배현대홈타운1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배현대홈타운1차'}) RETURN ext.floorplanImage
601,진흥 아파트 평면도 보여줘,MATCH (n:Apartment {name:’진흥'}) RETURN ext.floorplanImage
602,방배래미안아트힐 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배래미안아트힐'}) RETURN ext.floorplanImage
603,현대슈퍼빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대슈퍼빌'}) RETURN ext.floorplanImage
604,서초포레스타6단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초포레스타6단지'}) RETURN ext.floorplanImage
605,서초포레스타5단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초포레스타5단지'}) RETURN ext.floorplanImage
606,신반포10차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포10차'}) RETURN ext.floorplanImage
607,신반포8차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포8차'}) RETURN ext.floorplanImage
608,반포르엘 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포르엘'}) RETURN ext.floorplanImage
609,래미안서초스위트 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안서초스위트'}) RETURN ext.floorplanImage
610,서초교대e편한세상 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초교대e편한세상'}) RETURN ext.floorplanImage
611,래미안서초에스티지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안서초에스티지'}) RETURN ext.floorplanImage
612,반포힐스테이트 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포힐스테이트'}) RETURN ext.floorplanImage
613,강변 아파트 평면도 보여줘,MATCH (n:Apartment {name:’강변'}) RETURN ext.floorplanImage
614,LH서초5단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’LH서초5단지'}) RETURN ext.floorplanImage
615,우성5차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’우성5차'}) RETURN ext.floorplanImage
616,신반포12차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포12차'}) RETURN ext.floorplanImage
617,신반포청구 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포청구'}) RETURN ext.floorplanImage
618,신반포16차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포16차'}) RETURN ext.floorplanImage
619,방배아트자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배아트자이'}) RETURN ext.floorplanImage
620,방배현대홈타운2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배현대홈타운2차'}) RETURN ext.floorplanImage
621,서초LH4단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초LH4단지'}) RETURN ext.floorplanImage
622,삼성쉐르빌II 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼성쉐르빌II'}) RETURN ext.floorplanImage
623,서초포레스타3단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초포레스타3단지'}) RETURN ext.floorplanImage
624,롯데캐슬갤럭시2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’롯데캐슬갤럭시2차'}) RETURN ext.floorplanImage
625,더샵서초 아파트 평면도 보여줘,MATCH (n:Apartment {name:’더샵서초'}) RETURN ext.floorplanImage
626,래미안신반포리오센트 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안신반포리오센트'}) RETURN ext.floorplanImage
627,래미안서초유니빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’래미안서초유니빌'}) RETURN ext.floorplanImage
628,서초센트럴아이파크 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초센트럴아이파크'}) RETURN ext.floorplanImage
629,반포미도2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포미도2차'}) RETURN ext.floorplanImage
630,방배대우디오빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배대우디오빌'}) RETURN ext.floorplanImage
631,한강 아파트 평면도 보여줘,MATCH (n:Apartment {name:’한강'}) RETURN ext.floorplanImage
632,방배서리풀e-편한세상 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배서리풀e-편한세상'}) RETURN ext.floorplanImage
633,삼호1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼호1차'}) RETURN ext.floorplanImage
634,롯데캐슬헤론 아파트 평면도 보여줘,MATCH (n:Apartment {name:’롯데캐슬헤론'}) RETURN ext.floorplanImage
635,현대 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대'}) RETURN ext.floorplanImage
636,대림 아파트 평면도 보여줘,MATCH (n:Apartment {name:’대림'}) RETURN ext.floorplanImage
637,한신서래 아파트 평면도 보여줘,MATCH (n:Apartment {name:’한신서래'}) RETURN ext.floorplanImage
638,방배우성 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배우성'}) RETURN ext.floorplanImage
639,동고 아파트 평면도 보여줘,MATCH (n:Apartment {name:’동고'}) RETURN ext.floorplanImage
640,신반포7차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포7차'}) RETURN ext.floorplanImage
641,서초네이처힐6단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초네이처힐6단지'}) RETURN ext.floorplanImage
642,서초이오빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초이오빌'}) RETURN ext.floorplanImage
643,삼호4차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼호4차'}) RETURN ext.floorplanImage
644,임광3차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’임광3차'}) RETURN ext.floorplanImage
645,"임광1,2차 아파트 평면도 보여줘","MATCH (n:Apartment {name:’임광1,2차'}) RETURN ext.floorplanImage"
646,방배래미안 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배래미안'}) RETURN ext.floorplanImage
647,방배래미안타워 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배래미안타워'}) RETURN ext.floorplanImage
648,대우효령 아파트 평면도 보여줘,MATCH (n:Apartment {name:’대우효령'}) RETURN ext.floorplanImage
649,삼익 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼익'}) RETURN ext.floorplanImage
650,신동아 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신동아'}) RETURN ext.floorplanImage
651,서초네이처힐4단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초네이처힐4단지'}) RETURN ext.floorplanImage
652,신반포11차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포11차'}) RETURN ext.floorplanImage
653,서초포레스타7단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초포레스타7단지'}) RETURN ext.floorplanImage
654,블루힐하우스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’블루힐하우스'}) RETURN ext.floorplanImage
655,서초롯데캐슬프레지던트 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초롯데캐슬프레지던트'}) RETURN ext.floorplanImage
656,아남 아파트 평면도 보여줘,MATCH (n:Apartment {name:’아남'}) RETURN ext.floorplanImage
657,반포센트레빌아스테리움 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포센트레빌아스테리움'}) RETURN ext.floorplanImage
658,신반포19차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포19차'}) RETURN ext.floorplanImage
659,서초현대 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초현대'}) RETURN ext.floorplanImage
660,잠원현대훼밀리 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원현대훼밀리'}) RETURN ext.floorplanImage
661,서초한신 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초한신'}) RETURN ext.floorplanImage
662,한신로얄 아파트 평면도 보여줘,MATCH (n:Apartment {name:’한신로얄'}) RETURN ext.floorplanImage
663,한신타운 아파트 평면도 보여줘,MATCH (n:Apartment {name:’한신타운'}) RETURN ext.floorplanImage
664,코오롱 아파트 평면도 보여줘,MATCH (n:Apartment {name:’코오롱'}) RETURN ext.floorplanImage
665,우면한라 아파트 평면도 보여줘,MATCH (n:Apartment {name:’우면한라'}) RETURN ext.floorplanImage
666,반포한신타워 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포한신타워'}) RETURN ext.floorplanImage
667,서초e-편한세상1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초e-편한세상1차'}) RETURN ext.floorplanImage
668,킴스빌리지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’킴스빌리지'}) RETURN ext.floorplanImage
669,서초리시온 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초리시온'}) RETURN ext.floorplanImage
670,롯데캐슬갤럭시1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’롯데캐슬갤럭시1차'}) RETURN ext.floorplanImage
671,서초롯데캐슬리버티 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초롯데캐슬리버티'}) RETURN ext.floorplanImage
